Time(ms) RK.x RK.y RK.z RA.x RA.y RA.z RT.x RT.y RT.z LK.x LK.y LK.z LA.x LA.y LA.z LT.x LT.y LT.z RHAngle.x RHAngle.y RHAngle.z RKAngle.x RKAngle.y RKAngle.z RAAngle.x RAAngle.y RAAngle.z LHAngle.x LHAngle.y LHAngle.z LKAngle.x LKAngle.y LKAngle.z LAAngle.x LAAngle.y LAAngle.z RHQuat.w RHQuat.x RHQuat.y RHQuat.z RKQuat.w RKQuat.x RKQuat.y RKQuat.z RAQuat.w RAQuat.x RAQuat.y RAQuat.z LHQuat.w LHQuat.x LHQuat.y LHQuat.z LKQuat.w LKQuat.x LKQuat.y LKQuat.z LAQuat.w LAQuat.x LAQuat.y LAQuat.z HQuat.w HQuat.x HQuat.y HQuat.z 
49 -0.01191637 0.996805 -8.55882 0.1005318 0.5058283 -8.549164 0.10053177177906 0.505828261375427 -8.54916381835938 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.121191 19.89974 -157.4921 -2.142517 -0.05389404 0.7005955 5.522831 5.324467 0.1396912 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811667 -0.7000751 -0.003672557 -0.713042 -0.04684865 -0.6995032 0.01394778 -0.7129562 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
174 -0.01191637 0.996805 -8.55882 0.1005272 0.5058272 -8.549194 0.100527189671993 0.505827188491821 -8.5491943359375 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.122076 19.88558 -157.4975 -2.142517 -0.05389404 0.7005955 5.522831 5.324467 0.1396912 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811716 -0.7001567 -0.003668244 -0.712962 -0.04684865 -0.6995032 0.01394778 -0.7129562 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
241 -0.01191637 0.996805 -8.55882 0.1005211 0.5058246 -8.549252 0.100521087646484 0.505824565887451 -8.54925155639648 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142365 -0.05395508 0.7010728 5.523234 5.325066 0.1266622 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684711 -0.699585 0.01395298 -0.7128759 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
274 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523779 5.325569 0.1045337 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
309 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
352 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
385 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
422 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
453 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
483 -0.01191637 0.996805 -8.55882 0.100528 0.5058267 -8.549216 0.100527957081795 0.505826711654663 -8.54921627044678 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.12356 19.86159 -157.5068 -2.142273 -0.03839111 0.7013106 5.523234 5.32462 0.1199842 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.03811787 -0.7002945 -0.003660807 -0.7128267 -0.04684632 -0.6996259 0.01395568 -0.7128358 -0.4428836 0.5020449 0.5099793 0.5401179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
