Time(ms) RK.x RK.y RK.z RA.x RA.y RA.z RT.x RT.y RT.z LK.x LK.y LK.z LA.x LA.y LA.z LT.x LT.y LT.z RHAngle.x RHAngle.y RHAngle.z RKAngle.x RKAngle.y RKAngle.z RAAngle.x RAAngle.y RAAngle.z LHAngle.x LHAngle.y LHAngle.z LKAngle.x LKAngle.y LKAngle.z LAAngle.x LAAngle.y LAAngle.z RHQuat.w RHQuat.x RHQuat.y RHQuat.z RKQuat.w RKQuat.x RKQuat.y RKQuat.z RAQuat.w RAQuat.x RAQuat.y RAQuat.z LHQuat.w LHQuat.x LHQuat.y LHQuat.z LKQuat.w LKQuat.x LKQuat.y LKQuat.z LAQuat.w LAQuat.x LAQuat.y LAQuat.z HQuat.w HQuat.x HQuat.y HQuat.z 
38 -0.01553728 0.9966801 -8.603761 0.1270958 0.5136608 -8.615763 0.127095818519592 0.513660788536072 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795242 24.0964 198.2788 1.948852 -3.565735 -2.433807 1.385374 5.586337 1.65507 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006202627 -0.6747991 0.03584507 -0.7371048 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1151 0.0437246325803342 0.997338971224625 -8.56423699506299 0.21148042171344 0.522310967806443 -8.56280569018478 0.211480406058681 0.522310948509405 -8.56280596606366 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 3.24354827867432 20.8601952556394 -158.097108252048 -2.93062896447468 -0.876418805186601 0.999505085829233 -3.85602155359639 8.60863380932357 1.52399946049203 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 0.0122554312439027 -0.692577911236299 -0.0438656808982383 -0.719901175470698 -0.0103347783607112 -0.68312266013433 0.0287930616464623 -0.729662213311821 -0.453460131713068 0.496954333401343 0.453815824917443 0.584339755346086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1236 0.0946353614993672 1.01477435258224 -8.49528483446984 0.222085570507248 0.529589792813409 -8.4636370304629 0.222085586493551 0.529589812009917 -8.46363667159891 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 11.1409174430264 22.3350776391762 -149.025752270774 -15.5501568832137 0.895935740367201 6.96716010581904 -16.4495879822356 12.16554166914 3.73991104238423 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 0.00359896927049156 -0.668021954361517 -0.143506746599056 -0.728780343582399 -0.0297159996670211 -0.678643243522531 0.0615824648326088 -0.731194378089286 -0.422491997863091 0.522992595991921 0.378460155110056 0.636138737735011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1276 0.0974127927355143 1.03102344388222 -8.44393494603215 0.209198793744642 0.549850044751067 -8.36656259082469 0.209198816108983 0.549850064363416 -8.36656219506578 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 12.3874918422378 23.3244225538179 -141.829278815336 -18.1923739229743 -0.405963606830263 8.59243849606377 -12.7130714080489 10.9166727586931 5.69219035081937 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.0329511974995923 -0.649293450325057 -0.191347541333072 -0.733093653466957 -0.0361434121590864 -0.677839028144233 0.045450433809449 -0.731510379088632 -0.421567073398971 0.517050786391444 0.40069074405525 0.625427399897857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1300 0.0963022401154751 1.05017220201018 -8.40276773927105 0.22536141883368 0.588458438276563 -8.27252512168035 0.225361413872561 0.58845843103639 -8.27252477419032 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 12.2018527958405 21.2466680374777 -136.107186369871 -15.8648401366267 -0.00912822645122324 8.27909505320284 -5.17646837452374 11.0040697992194 7.01534654472657 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.0701568827850673 -0.650180800882369 -0.228440843904616 -0.716988386977097 -0.0352542095070438 -0.663872262061013 0.0064329667827128 -0.744440007333448 -0.435386552176876 0.50269275649358 0.442393332952927 0.59670855843894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1324 0.0952131437093248 1.06895100031572 -8.36239589544687 0.241211777097483 0.626320905913957 -8.18030448499862 0.241211745338841 0.626320872340061 -8.18030418484491 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 12.0198003521973 19.2090563693977 -130.495646488226 -13.5822750098926 0.380040173861821 7.97180550081894 2.21452519956217 11.0897783023806 8.31293895913106 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.106643742931632 -0.651051007557429 -0.264817492605413 -0.701194279126915 -0.0343821865202855 -0.650175338140164 -0.0318306709316423 -0.757119831233906 -0.44893903442788 0.48861212809381 0.483290215168217 0.568544573718789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1356 0.0966162267852618 1.09688158921369 -8.32753976596717 0.263936301702848 0.686640844005719 -8.10385121170852 0.263936269105479 0.68664080673455 -8.10385091673441 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 11.4768940850368 17.0759882159552 -124.796344876967 -11.2318783649364 2.01976035083132 8.00074638119539 7.37992633192667 12.0439964591474 7.61790779051419 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.14233059766407 -0.648273377166621 -0.300995498852571 -0.679766499524458 -0.0359504048909639 -0.638109881162788 -0.0727915483230682 -0.762922008406251 -0.455652346917656 0.472792973337094 0.524487922417921 0.535396785486145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1393 0.0996561839510612 1.13014994735764 -8.29742825932593 0.290618601934138 0.760301955926224 -8.04027578154837 0.290618586004588 0.760301930311394 -8.04027546321067 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 10.7070180833757 14.9416743742614 -119.206372786369 -8.90526258756118 4.45319641532712 8.25526382620101 10.8938653796906 13.5549058136402 5.6014995718963 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.17642403778328 -0.643121225900624 -0.335970558804247 -0.655178023224021 -0.0391156397529945 -0.627499694920525 -0.11435834082726 -0.763921013806191 -0.457561472791198 0.456270526046869 0.564670698300182 0.499872311955631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1429 0.102678071410563 1.16322055618216 -8.26749573747017 0.317142300809476 0.833525221329362 -7.97707824794666 0.317142301448669 0.833525207301586 -7.97707790638424 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 9.94171827554806 12.820047035095 -113.649627859308 -6.59247636812786 6.87216797503479 8.50826840269299 14.3869173415257 15.0568342230769 3.59707701699011 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.210314824241257 -0.637999699362248 -0.370737724688141 -0.630735702451715 -0.0422620602498215 -0.61695257632649 -0.155678057569743 -0.764914081052013 -0.459459250694378 0.439846289275272 0.604614625107002 0.464558998243522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1466 0.105695504112047 1.19624241350227 -8.23760734106364 0.343626899400048 0.906640543623122 -7.9139738778804 0.343626916583558 0.906640541165318 -7.9139735131275 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 9.17754664522529 10.7015473227924 -108.101074486148 -4.28309957511767 9.28757357370242 8.76090000892034 17.874819971548 16.5565485435669 1.59560930986207 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.244155650118408 -0.632885722794448 -0.405453638064119 -0.606329413671291 -0.0454038424064984 -0.60642100591608 -0.196936862269049 -0.765905684353748 -0.461354230961497 0.423446264523945 0.644499668010782 0.429297742150853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
