Time(ms) RK.x RK.y RK.z RA.x RA.y RA.z RT.x RT.y RT.z LK.x LK.y LK.z LA.x LA.y LA.z LT.x LT.y LT.z RHAngle.x RHAngle.y RHAngle.z RKAngle.x RKAngle.y RKAngle.z RAAngle.x RAAngle.y RAAngle.z LHAngle.x LHAngle.y LHAngle.z LKAngle.x LKAngle.y LKAngle.z LAAngle.x LAAngle.y LAAngle.z RHQuat.w RHQuat.x RHQuat.y RHQuat.z RKQuat.w RKQuat.x RKQuat.y RKQuat.z RAQuat.w RAQuat.x RAQuat.y RAQuat.z LHQuat.w LHQuat.x LHQuat.y LHQuat.z LKQuat.w LKQuat.x LKQuat.y LKQuat.z LAQuat.w LAQuat.x LAQuat.y LAQuat.z HQuat.w HQuat.x HQuat.y HQuat.z 
38 -0.01553728 0.9966801 -8.603761 0.1270958 0.5136608 -8.615763 0.127095818519592 0.513660788536072 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795242 24.0964 198.2788 1.948852 -3.565735 -2.433807 1.385374 5.586337 1.65507 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006202627 -0.6747991 0.03584507 -0.7371048 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
150 -0.01553728 0.9966801 -8.603761 0.1270958 0.5136608 -8.615763 0.127095818519592 0.513660788536072 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795242 24.0964 198.2788 1.948852 -3.565735 -2.433807 1.385552 5.586887 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006202627 -0.6747991 0.03584507 -0.7371048 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
185 -0.01553728 0.9966801 -8.603761 0.1270958 0.5136608 -8.615763 0.127095818519592 0.513660788536072 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795242 24.0964 198.2788 1.948852 -3.565735 -2.433807 1.385552 5.586887 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006202627 -0.6747991 0.03584507 -0.7371048 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
217 -0.01553728 0.9966801 -8.603761 0.1270958 0.5136608 -8.615763 0.127095818519592 0.513660788536072 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795242 24.0964 198.2788 1.948852 -3.565735 -2.433807 1.385552 5.586887 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006202627 -0.6747991 0.03584507 -0.7371048 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
249 -0.01553728 0.9966804 -8.603761 0.1270943 0.5136603 -8.615745 0.127094268798828 0.513660311698914 -8.61574459075928 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948852 -3.565735 -2.433807 1.385552 5.586887 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
284 -0.01553728 0.9966804 -8.603761 0.1270958 0.513661 -8.615763 0.127095818519592 0.513661026954651 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948849 -3.572388 -2.433777 1.385647 5.586623 1.654729 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
317 -0.01553728 0.9966804 -8.603761 0.1270958 0.513661 -8.615763 0.127095818519592 0.513661026954651 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948849 -3.572388 -2.433777 1.385559 5.586888 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
349 -0.01553728 0.9966804 -8.603761 0.1270958 0.513661 -8.615763 0.127095818519592 0.513661026954651 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948849 -3.572388 -2.433777 1.385559 5.586888 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
382 -0.01553728 0.9966804 -8.603761 0.1270958 0.513661 -8.615763 0.127095818519592 0.513661026954651 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948849 -3.572388 -2.433777 1.385559 5.586888 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
413 -0.01553728 0.9966804 -8.603761 0.1270958 0.513661 -8.615763 0.127095818519592 0.513661026954651 -8.61576271057129 0.02008134 0.9962505 -8.792835 0.02141496 0.6010983 -8.775578 0.169497 0.5192094 -8.778706 -4.795286 24.10366 198.2817 1.948849 -3.572388 -2.433777 1.385559 5.586888 1.648084 0 18.24931 -158.4667 0 0 0 0 -0.9530287 -0.9530293 -0.006204753 -0.6747564 0.03584468 -0.7371439 -0.008436499 -0.6977398 0.009027231 -0.7162452 -0.4600345 0.495217 0.4869558 0.5531758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
